qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|Q39W76|ILVC_GEOMG	METABOLISM	Energy production and conversion 	KOG0069	Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily)	KOG0069, Glyoxylate/hydroxypyruvate reductase (D-isomer-specific 2-hydroxy acid dehydrogenase superfamily) [Energy production and conversion]	CDD:228020	30.435	92	60	3	14	103	160	249	7.49e-05	41.7
tr|Q39W77|Q39W77_GEOMG	METABOLISM	Amino acid transport and metabolism 	KOG2663	Acetolactate synthase, small subunit	KOG2663, Acetolactate synthase, small subunit [Amino acid transport and metabolism]	CDD:230602	41.611	149	73	3	2	150	77	211	3.73e-39	132.0
sp|Q39W87|EFTS_GEOMG	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	KOG1071	Mitochondrial translation elongation factor EF-Tsmt, catalyzes nucleotide exchange on EF-Tumt	KOG1071, Mitochondrial translation elongation factor EF-Tsmt, catalyzes nucleotide exchange on EF-Tumt [Translation, ribosomal structure and biogenesis]	CDD:229017	30.622	209	118	7	2	206	44	229	2.7999999999999997e-42	143.0
tr|Q39WT8|Q39WT8_GEOMG	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	40.095	419	211	7	9	387	44	462	1.5e-136	395.0
tr|Q3A0M4|Q3A0M4_SYNC1	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	37.055	421	225	7	9	389	42	462	4.97e-122	359.0
tr|Q3A0M5|Q3A0M5_SYNC1	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	39.618	419	213	7	10	388	44	462	1.88e-132	385.0
tr|Q3A0W4|Q3A0W4_SYNC1	METABOLISM	Energy production and conversion 	KOG2450	Aldehyde dehydrogenase	KOG2450, Aldehyde dehydrogenase [Energy production and conversion]	CDD:230389	20.253	316	203	13	97	386	157	449	1.47e-08	54.2
tr|Q3A0W4|Q3A0W4_SYNC1	METABOLISM	Energy production and conversion 	KOG2456	Aldehyde dehydrogenase	KOG2456, Aldehyde dehydrogenase [Energy production and conversion]	CDD:230395	21.299	385	237	20	3	352	1	354	4.41e-08	52.8
tr|Q3A0W4|Q3A0W4_SYNC1	METABOLISM	Energy production and conversion 	KOG2451	Aldehyde dehydrogenase	KOG2451, Aldehyde dehydrogenase [Energy production and conversion]	CDD:230390	22.564	390	238	15	7	354	57	424	3.01e-07	50.1
tr|Q3A1K9|Q3A1K9_SYNC1	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	35.308	422	231	7	2	383	43	462	4.23e-113	336.0
tr|Q3A3H2|Q3A3H2_SYNC1	METABOLISM	Energy production and conversion 	KOG2658	NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit	KOG2658, NADH:ubiquinone oxidoreductase, NDUFV1/51kDa subunit [Energy production and conversion]	CDD:230597	40.214	373	220	3	41	410	88	460	1.56e-106	323.0
tr|Q3A3H2|Q3A3H2_SYNC1	METABOLISM	Energy production and conversion 	KOG3256	NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit	KOG3256, NADH:ubiquinone oxidoreductase, NDUFS8/23 kDa subunit [Energy production and conversion]	CDD:231194	33.333	66	35	1	428	484	103	168	3.8e-06	45.3
tr|Q3A3H2|Q3A3H2_SYNC1	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0063	RNAse L inhibitor, ABC superfamily	KOG0063, RNAse L inhibitor, ABC superfamily [RNA processing and modification]	CDD:228014	42.222	45	19	2	444	483	25	67	1.97e-05	44.7
tr|Q3A430|Q3A430_SYNC1	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG2439	Nuclear architecture related protein	KOG2439, Nuclear architecture related protein [Nuclear structure]	CDD:230378	31.633	392	251	8	195	579	64	445	1.12e-50	178.0
tr|Q3A430|Q3A430_SYNC1	METABOLISM	Energy production and conversion 	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]	CDD:230221	33.824	204	126	4	8	210	37	232	2.32e-33	133.0
tr|Q3A458|Q3A458_SYNC1	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG2439	Nuclear architecture related protein	KOG2439, Nuclear architecture related protein [Nuclear structure]	CDD:230378	31.807	393	253	8	193	579	62	445	1.7e-45	164.0
tr|Q3A458|Q3A458_SYNC1	METABOLISM	Energy production and conversion 	KOG2282	NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit	KOG2282, NADH-ubiquinone oxidoreductase, NDUFS1/75 kDa subunit [Energy production and conversion]	CDD:230221	32.85	207	130	3	8	213	37	235	3.35e-33	132.0
tr|Q3A461|Q3A461_SYNC1	METABOLISM	Energy production and conversion 	KOG3196	NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit	KOG3196, NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit [Energy production and conversion]	CDD:231134	38.346	133	82	0	39	171	59	191	1.1500000000000001e-31	111.0
tr|Q3A6B7|Q3A6B7_SYNC1	METABOLISM	Energy production and conversion 	KOG3196	NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit	KOG3196, NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit [Energy production and conversion]	CDD:231134	41.06	151	86	2	13	160	40	190	8.93e-38	126.0
tr|Q3A7X6|Q3A7X6_SYNC1	METABOLISM	Energy production and conversion 	KOG3857	Alcohol dehydrogenase, class IV	KOG3857, Alcohol dehydrogenase, class IV [Energy production and conversion]	CDD:231789	38.425	419	218	7	12	390	44	462	4.88e-127	371.0
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Amino acid transport and metabolism 	KOG0399	Glutamate synthase	KOG0399, Glutamate synthase [Amino acid transport and metabolism]	CDD:228348	34.082	490	282	16	1	464	1648	2122	1.72e-83	278.0
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Nucleotide transport and metabolism 	KOG1800	Ferredoxin/adrenodoxin reductase	KOG1800, Ferredoxin/adrenodoxin reductase [Nucleotide transport and metabolism]	CDD:229739	32.323	198	105	7	142	315	21	213	1.46e-25	106.0
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	KOG1399	Flavin-containing monooxygenase	KOG1399, Flavin-containing monooxygenase [Secondary metabolites biosynthesis, transport and catabolism]	CDD:229341	25.974	231	99	11	139	314	4	217	7.96e-15	74.0
tr|Q3AAM4|Q3AAM4_CARHZ	POORLY CHARACTERIZED	General function prediction only 	KOG1336	Monodehydroascorbate/ferredoxin reductase	KOG1336, Monodehydroascorbate/ferredoxin reductase [General function prediction only]	CDD:229278	24.138	319	188	16	137	438	70	351	8.7e-15	74.0
tr|Q3AAM4|Q3AAM4_CARHZ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0404	Thioredoxin reductase	KOG0404, Thioredoxin reductase [Posttranslational modification, protein turnover, chaperones]	CDD:228353	26.062	353	189	15	143	464	10	321	1.49e-13	69.1
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	KOG0405	Pyridine nucleotide-disulphide oxidoreductase	KOG0405, Pyridine nucleotide-disulphide oxidoreductase [Secondary metabolites biosynthesis, transport and catabolism]	CDD:228354	23.161	367	189	17	146	460	25	350	2.25e-09	56.7
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	KOG0029	Amine oxidase	KOG0029, Amine oxidase [Secondary metabolites biosynthesis, transport and catabolism]	CDD:227980	48.649	37	19	0	142	178	16	52	1.74e-08	53.9
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Coenzyme transport and metabolism 	KOG4254	Phytoene desaturase	KOG4254, Phytoene desaturase [Coenzyme transport and metabolism]	CDD:232183	41.667	48	26	1	143	188	16	63	4.36e-05	43.3
tr|Q3AAM4|Q3AAM4_CARHZ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG4716	Thioredoxin reductase	KOG4716, Thioredoxin reductase [Posttranslational modification, protein turnover, chaperones]	CDD:232642	23.95	238	133	10	230	457	163	362	7.3e-05	42.4
tr|Q3AAM4|Q3AAM4_CARHZ	METABOLISM	Energy production and conversion 	KOG1335	Dihydrolipoamide dehydrogenase	KOG1335, Dihydrolipoamide dehydrogenase [Energy production and conversion]	CDD:229277	22.071	367	177	18	144	446	42	363	0.000136	41.7
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0205	Plasma membrane H+-transporting ATPase	KOG0205, Plasma membrane H+-transporting ATPase [Inorganic ion transport and metabolism]	CDD:228154	84.81	948	131	4	5	951	7	942	0.0	1718.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0202	Ca2+ transporting ATPase	KOG0202, Ca2+ transporting ATPase [Inorganic ion transport and metabolism]	CDD:228151	27.612	804	420	23	20	688	8	784	3.81e-101	336.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0203	Na+/K+ ATPase, alpha subunit	KOG0203, Na+/K+ ATPase, alpha subunit [Inorganic ion transport and metabolism]	CDD:228152	25.22	797	470	30	5	687	27	811	2.59e-72	256.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0204	Calcium transporting ATPase	KOG0204, Calcium transporting ATPase [Inorganic ion transport and metabolism]	CDD:228153	25.133	752	412	29	5	642	84	798	8.31e-62	225.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0207	Cation transport ATPase	KOG0207, Cation transport ATPase [Inorganic ion transport and metabolism]	CDD:228156	23.404	564	337	19	136	670	382	879	2.71e-41	161.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0208	Cation transport ATPase	KOG0208, Cation transport ATPase [Inorganic ion transport and metabolism]	CDD:228157	21.093	787	404	31	135	740	253	1003	4.49e-37	148.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0209	P-type ATPase	KOG0209, P-type ATPase [Inorganic ion transport and metabolism]	CDD:228158	22.167	600	323	21	136	612	257	835	1.9599999999999997e-23	104.0
tr|Q43131|Q43131_VICFA	METABOLISM	Inorganic ion transport and metabolism 	KOG0210	P-type ATPase	KOG0210, P-type ATPase [Inorganic ion transport and metabolism]	CDD:228159	20.795	654	326	30	134	608	166	806	3.48e-08	55.2
sp|Q46505|HNDA_SOLFR	METABOLISM	Energy production and conversion 	KOG3196	NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit	KOG3196, NADH:ubiquinone oxidoreductase, NDUFV2/24 kD subunit [Energy production and conversion]	CDD:231134	39.098	133	81	0	38	170	59	191	1.01e-33	116.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	31.088	193	133	0	363	555	256	448	1.2e-33	134.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	31.746	189	129	0	371	559	298	486	7.990000000000001e-32	128.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	32.812	192	129	0	367	558	192	383	6.970000000000001e-31	125.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	31.053	190	131	0	369	558	160	349	2.95e-30	123.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	30.857	175	121	0	385	559	108	282	1.3500000000000001e-27	115.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	31.548	168	115	0	364	531	325	492	8.11e-27	113.0
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	29.286	140	99	0	358	497	353	492	2.14e-21	96.1
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	24.138	174	132	0	384	557	39	212	1.12e-16	81.1
tr|Q467V6|Q467V6_METBF	METABOLISM	Carbohydrate transport and metabolism 	KOG4626	O-linked N-acetylglucosamine transferase OGT	KOG4626, O-linked N-acetylglucosamine transferase OGT [Carbohydrate transport and metabolism, Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]	CDD:232554	26.23	122	90	0	437	558	58	179	7.32e-11	62.6
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1126	DNA-binding cell division cycle control protein	KOG1126, DNA-binding cell division cycle control protein [Cell cycle control, cell division, chromosome partitioning]	CDD:229069	30.726	179	121	3	374	550	401	578	3.32e-24	104.0
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1126	DNA-binding cell division cycle control protein	KOG1126, DNA-binding cell division cycle control protein [Cell cycle control, cell division, chromosome partitioning]	CDD:229069	29.299	157	109	2	376	531	472	627	3.57e-15	76.0
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1126	DNA-binding cell division cycle control protein	KOG1126, DNA-binding cell division cycle control protein [Cell cycle control, cell division, chromosome partitioning]	CDD:229069	24.762	210	146	3	349	557	319	517	1.33e-12	67.9
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1126	DNA-binding cell division cycle control protein	KOG1126, DNA-binding cell division cycle control protein [Cell cycle control, cell division, chromosome partitioning]	CDD:229069	30.693	101	58	1	347	447	523	611	1.22e-05	45.5
tr|Q467V6|Q467V6_METBF	POORLY CHARACTERIZED	General function prediction only 	KOG0553	TPR repeat-containing protein	KOG0553, TPR repeat-containing protein [General function prediction only]	CDD:228501	31.132	106	73	0	433	538	87	192	3.33e-21	92.2
tr|Q467V6|Q467V6_METBF	POORLY CHARACTERIZED	General function prediction only 	KOG0553	TPR repeat-containing protein	KOG0553, TPR repeat-containing protein [General function prediction only]	CDD:228501	27.891	147	104	1	412	558	34	178	5.08e-20	88.7
tr|Q467V6|Q467V6_METBF	POORLY CHARACTERIZED	General function prediction only 	KOG0553	TPR repeat-containing protein	KOG0553, TPR repeat-containing protein [General function prediction only]	CDD:228501	30.357	112	78	0	359	470	81	192	2.97e-18	83.3
tr|Q467V6|Q467V6_METBF	POORLY CHARACTERIZED	General function prediction only 	KOG0553	TPR repeat-containing protein	KOG0553, TPR repeat-containing protein [General function prediction only]	CDD:228501	29.213	89	63	0	369	457	125	213	1.34e-08	54.0
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	29.208	202	118	5	363	558	273	455	9.010000000000001e-21	93.3
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	31.092	119	80	2	399	516	8	125	1.38e-20	92.9
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	27.132	129	94	0	432	560	7	135	1.43e-18	86.4
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	29.091	165	117	0	359	523	324	488	9.2e-17	81.0
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	22.222	162	114	2	367	527	10	160	3.34e-15	76.0
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	19.679	249	141	7	364	557	41	285	2.79e-10	60.2
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0548	Molecular co-chaperone STI1	KOG0548, Molecular co-chaperone STI1 [Posttranslational modification, protein turnover, chaperones]	CDD:228496	24.405	168	111	4	400	560	231	389	1.09e-09	58.6
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0547	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72	KOG0547, Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72 [Intracellular trafficking, secretion, and vesicular transport]	CDD:228495	24.623	199	143	2	369	560	370	568	1.73e-20	92.6
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0547	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72	KOG0547, Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72 [Intracellular trafficking, secretion, and vesicular transport]	CDD:228495	22.772	202	155	1	360	560	292	493	7.65e-19	87.6
tr|Q467V6|Q467V6_METBF	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0547	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72	KOG0547, Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72 [Intracellular trafficking, secretion, and vesicular transport]	CDD:228495	30.769	91	61	1	393	481	113	203	7.14e-10	59.1
