Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
A0A7K4AFX0	A0A7K4AFX0_METSH	Superoxide dismutase (EC 1.15.1.1)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems. {ECO:0000256|RuleBase:RU000414}.	1.15.1.1	2.0	Iron/manganese superoxide dismutase family	PF02777;PF00081;
Q0P7J8	Q0P7J8_ECOLX	Peptide synthetase (Putative non-ribosomal peptide synthase)	cytoplasm [GO:0005737]; membrane [GO:0016020]; ligase activity, forming carbon-sulfur bonds [GO:0016877]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]			2.0		PF00501;PF13193;PF00668;PF00550;
U2TGF5	U2TGF5_9FIRM	Putative periplasmic oligopeptide-binding protein	ATP-binding cassette (ABC) transporter complex [GO:0043190]; cell envelope [GO:0030313]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			2.0	Bacterial solute-binding protein 5 family	PF00496;
E4SCQ4	E4SCQ4_CALK2	Glycoside hydrolase family 16	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]			1.0	Glycosyl hydrolase 16 family	PF13290;PF00754;PF00041;PF00722;PF00395;
W7YFX3	W7YFX3_9BACL	Alpha-glucosides-binding periplasmic protein AglE				1.0	Bacterial solute-binding protein 1 family	
A0LIW6	A0LIW6_SYNFM	Extracellular ligand-binding receptor	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
F4BXG6	F4BXG6_METSG	Cobaltochelatase, CobN subunit (EC 6.6.1.2)	cobaltochelatase activity [GO:0051116]; magnesium chelatase activity [GO:0016851]; chlorophyll biosynthetic process [GO:0015995]; cobalamin biosynthetic process [GO:0009236]		6.6.1.2	1.0	Mg-chelatase subunit H family	PF02514;
C6E643	DNAK_GEOSM	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	FUNCTION: Acts as a chaperone. {ECO:0000255|HAMAP-Rule:MF_00332}.		2.0	Heat shock protein 70 family	PF00012;
G3XHD3	G3XHD3_BOWSE	DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta'')	chloroplast [GO:0009507]; DNA-directed RNA polymerase complex [GO:0000428]; mitochondrion [GO:0005739]; DNA binding [GO:0003677]; mitochondrial single subunit type RNA polymerase activity [GO:0001065]; plastid single subunit type RNA polymerase activity [GO:0001066]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; zinc ion binding [GO:0008270]	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. {ECO:0000256|HAMAP-Rule:MF_01324}.	2.7.7.6	3.0	RNA polymerase beta' chain family, RpoC2 subfamily	PF05000;PF04998;
G7WIZ1	G7WIZ1_DESOD	Tripartite ATP-independent periplasmic transporter solute receptor, DctP family	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]; transmembrane transport [GO:0055085]			1.0		PF03480;
I0I103	I0I103_CALAS	Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)	cytoplasm [GO:0005737]; purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside metabolic process [GO:0009116]	FUNCTION: The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta-(deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate. Cleaves guanosine, inosine, 2'-deoxyguanosine and 2'-deoxyinosine. {ECO:0000256|ARBA:ARBA00002678}.	2.4.2.1	2.0	PNP/MTAP phosphorylase family	PF01048;
D5EU54	D5EU54_XYLR2	Receptor antigen RagA	cell outer membrane [GO:0009279]; iron ion transport [GO:0006826]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
A6EIZ1	A6EIZ1_9SPHI	Putative outer membrane protein	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;
A0B7Z8	A0B7Z8_METTP	Extracellular solute-binding protein, family 5	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0	Bacterial solute-binding protein 5 family	PF00496;
K2D2X6	K2D2X6_9BACT	Tr-type G domain-containing protein	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome disassembly [GO:0032790]			1.0		PF22042;PF14492;PF00009;
C0QKY8	C0QKY8_DESAH	Porin domain-containing protein				1.0		
D5BEM4	D5BEM4_ZUNPS	Outer membrane protein Omp121	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
J6UBS2	J6UBS2_9RHOB	Xanthine dehydrogenase iron-sulfur subunit	2 iron, 2 sulfur cluster binding [GO:0051537]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]			1.0	Xanthine dehydrogenase family	PF01315;PF00111;PF01799;PF02738;PF20256;
G7WRG7	G7WRG7_METH6	Coenzyme F420 hydrogenase/dehydrogenase beta subunit domain protein	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor [GO:0052592]			1.0		PF04432;PF04422;
X1I827	X1I827_9ZZZZ	TIGR04076 family protein				1.0		
L0MCI7	L0MCI7_9GAMM	Phytase-like domain-containing protein				1.0		PF13449;
A8ZRW8	A8ZRW8_DESOH	Conserved carboxylase region	cytoplasm [GO:0005737]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]			1.0		PF00364;PF00682;PF02436;
A0A1V4V2I6	A0A1V4V2I6_9EURY	Cobalamin-binding protein				1.0		PF01497;
A1AQI8	A1AQI8_PELPD	Transporter				1.0		PF13557;
U5LGH1	U5LGH1_9BACI	SLH domain-containing protein	extracellular region [GO:0005576]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			2.0	Peptidase S8 family	PF06280;PF02225;PF00082;PF00395;
Q0AYW6	Q0AYW6_SYNWW	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	phosphate acetyltransferase activity [GO:0008959]		2.3.1.8	2.0	Phosphate acetyltransferase and butyryltransferase family	PF01515;
A0A1V4VAC5	A0A1V4VAC5_9EURY	Sulfite reductase, dissimilatory-type subunit alpha (EC 1.8.99.5)	4 iron, 4 sulfur cluster binding [GO:0051539]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]		1.8.99.5	1.0		PF12838;PF01077;PF03460;
A0A7K4AGG0	A0A7K4AGG0_METSH	CDC48 family AAA ATPase	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			1.0	AAA ATPase family, CDC48 subfamily	PF00004;PF17862;PF02933;PF02359;
Q2R3U4	Q2R3U4_ORYSJ	Transposon protein, putative, CACTA, En/Spm sub-class				1.0		
B9Y9G8	B9Y9G8_9FIRM	SIS domain-containing protein	carbohydrate derivative binding [GO:0097367]; carbohydrate derivative metabolic process [GO:1901135]			1.0		PF13580;
Q46MT1	Q46MT1_CUPPJ	Beta-Ig-H3/fasciclin	extracellular space [GO:0005615]			1.0		PF02469;
A0A6N3H1F0	A0A6N3H1F0_9BACT	TonB dependent receptor	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF07715;PF00593;
L1N9G4	L1N9G4_9PORP	Uncharacterized protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
A0A7K4AEZ4	A0A7K4AEZ4_METSH	DegT/DnrJ/EryC1/StrS family aminotransferase	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; polysaccharide biosynthetic process [GO:0000271]			1.0	DegT/DnrJ/EryC1 family	PF01041;
C3UZB1	C3UZB1_9BACT	Dissimilatory sulfite reductase beta subunit	sulfite reductase complex (NADPH) [GO:0009337]; 4 iron, 4 sulfur cluster binding [GO:0051539]; dissimilatory sulfite reductase activity [GO:0018551]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; sulfite reductase (ferredoxin) activity [GO:0050311]; sulfite reductase activity [GO:0016002]; sulfate assimilation [GO:0000103]			2.0		PF01077;PF03460;
F4BZQ8	F4BZQ8_METSG	Radical SAM domain protein	4 iron, 4 sulfur cluster binding [GO:0051539]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]			1.0		PF04055;
F4BUJ8	F4BUJ8_METSG	Universal stress protein				1.0	Universal stress protein A family	PF00582;
I4A4E0	I4A4E0_DESDJ	Carbon dioxide concentrating mechanism/carboxysome shell protein	bacterial microcompartment [GO:0031469]			1.0	Bacterial microcompartments protein family, CsoS1 subfamily	PF00936;
F0RU84	F0RU84_SPHGB	Periplasmic binding protein/LacI transcriptional regulator	cell envelope [GO:0030313]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
F3Z6N0	F3Z6N0_9ACTN	Putative Alpha-L-fucosidase	alpha-L-fucosidase activity [GO:0004560]; carbohydrate metabolic process [GO:0005975]			1.0		PF00754;PF14498;PF21307;PF22124;
F4C0R1	F4C0R1_METSG	Cell surface protein				1.0		PF13229;PF05048;
A0LHL3	A0LHL3_SYNFM	Carboxyl transferase	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]; transferase activity [GO:0016740]; fatty acid biosynthetic process [GO:0006633]			1.0		PF01039;
F4BXM2	F4BXM2_METSG	Lipoprotein				1.0		
D1VU60	D1VU60_9FIRM	TRAP transporter solute receptor, DctP family	outer membrane-bounded periplasmic space [GO:0030288]; transmembrane transport [GO:0055085]			1.0	Bacterial solute-binding protein 7 family	PF03480;
F4BUI4	F4BUI4_METSG	DUF5611 domain-containing protein				1.0		PF18446;
F4CC53	F4CC53_SPHS2	TonB-dependent receptor plug	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
E4T8N3	E4T8N3_PALPW	TonB-dependent receptor	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
B8FKZ3	B8FKZ3_DESAL	Uncharacterized protein				1.0		
X1QW30	X1QW30_9ZZZZ	Uncharacterized protein				1.0		
F4BWB0	F4BWB0_METSG	TPR-repeat protein				1.0		PF00515;PF13414;PF13432;PF13181;
Q75LG0	Q75LG0_ORYSJ	Integrase	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]			1.0		PF13976;PF14223;PF00665;PF07727;
X1LHN1	X1LHN1_9ZZZZ	B12-binding domain-containing protein	cobalamin binding [GO:0031419]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]			1.0		PF02310;
G1VDM6	G1VDM6_9BACT	DUF6383 domain-containing protein	signaling adaptor activity [GO:0035591]			1.0		PF19910;
C2FUK8	C2FUK8_SPHSI	TonB-linked outer membrane protein, SusC/RagA family	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF07715;
I9X0J4	I9X0J4_RHILT	FecR protein domain-containing protein				1.0		PF04773;
A0A7K4AFW0	A0A7K4AFW0_METSH	Thermosome subunit	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]			1.0	TCP-1 chaperonin family	PF00118;
I5C1K3	I5C1K3_9BACT	Peptidase S8 and S53 subtilisin kexin sedolisin	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]			1.0	Peptidase S8 family	PF00082;PF18962;
E1JRZ9	E1JRZ9_SOLFR	NADH dehydrogenase (Ubiquinone) 24 kDa subunit	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			1.0	Complex I 24 kDa subunit family	PF01257;
Q7NCI3	Q7NCI3_GLOVI	Gll2996 protein				1.0		PF13517;
G8QRB0	G8QRB0_SPHPG	Tripartite tricarboxylate transporter family receptor				1.0	UPF0065 (bug) family	PF03401;
F4BXT4	F4BXT4_METSG	DOMON domain protein				1.0		PF03351;PF09968;
A7HGP8	CH602_ANADF	Chaperonin GroEL 2 (EC 5.6.1.7) (60 kDa chaperonin 2) (Chaperonin-60 2) (Cpn60 2)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000255|HAMAP-Rule:MF_00600}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
D5ECM0	D5ECM0_AMICL	Extracellular ligand-binding receptor	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
K6TPF5	K6TPF5_9EURY	Coenzyme F420-reducing hydrogenase, alpha subunit	ferredoxin hydrogenase activity [GO:0008901]; nickel cation binding [GO:0016151]			1.0	[NiFe]/[NiFeSe] hydrogenase large subunit family	PF00374;
A0LH39	A0LH39_SYNFM	Adenylylsulfate reductase, beta subunit	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]			1.0		PF12139;PF12838;
G8R3D9	G8R3D9_OWEHD	MAM domain-containing protein	membrane [GO:0016020]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]			1.0		PF20773;PF00629;PF18962;
X1RB81	X1RB81_9ZZZZ	TonB-dependent receptor-like beta-barrel domain-containing protein				1.0		
A0A3G1KS31	A0A3G1KS31_FORW1	Ethanolamine utilization protein EutM	bacterial microcompartment [GO:0031469]			1.0	Bacterial microcompartments protein family, CsoS1 subfamily	PF00936;
H2CF33	H2CF33_9LEPT	Flagellin	periplasmic flagellum [GO:0055040]; structural molecule activity [GO:0005198]	FUNCTION: Component of the core of the flagella. {ECO:0000256|ARBA:ARBA00004095, ECO:0000256|RuleBase:RU362073}.		1.0	Bacterial flagellin family	PF00700;PF00669;
K1Y6T9	K1Y6T9_9BACT	Leucine-binding protein domain-containing protein	amino acid transport [GO:0006865]			1.0	Leucine-binding protein family	PF13458;
A0LJ30	A0LJ30_SYNFM	Porin				1.0		
Q39YC2	Q39YC2_GEOMG	Peptidoglycan-binding inner membrane lipoprotein YiaD, OmpA family	cell outer membrane [GO:0009279]			1.0		PF13488;PF00691;
B0VH79	B0VH79_CLOAI	Fibronectin type-III domain-containing protein	cell projection [GO:0042995]; cytoplasm [GO:0005737]			1.0		PF22544;
C3SCN2	C3SCN2_ECOLX	fructose-bisphosphate aldolase (EC 4.1.2.13)	fructose-bisphosphate aldolase activity [GO:0004332]		4.1.2.13	1.0	DeoC/FbaB aldolase family, FbaB subfamily	PF01791;
K6TT41	K6TT41_9EURY	AIM24 family protein				1.0		PF01987;
A0A1V4VCX7	A0A1V4VCX7_9EURY	CoB--CoM heterodisulfide reductase iron-sulfur subunit D (EC 1.8.98.1)	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; CoB--CoM heterodisulfide reductase activity [GO:0051912]		1.8.98.1	1.0	HdrC family	PF02754;PF13183;
A8UKK6	A8UKK6_9FLAO	methylmalonyl-CoA mutase (EC 5.4.99.2)	cytoplasm [GO:0005737]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; propionate metabolic process, methylmalonyl pathway [GO:0019678]		5.4.99.2	2.0	Methylmalonyl-CoA mutase family	PF02310;PF01642;
D7E800	D7E800_METEZ	Acetyl-CoA decarbonylase/synthase complex subunit beta (ACDS complex subunit beta) (EC 2.3.1.169) (ACDS complex acyltransferase)	acetyltransferase activity [GO:0016407]; anaerobic carbon-monoxide dehydrogenase activity [GO:0043885]; CO-methylating acetyl-CoA synthase activity [GO:0043884]; iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; nickel cation binding [GO:0016151]; acetyl-CoA metabolic process [GO:0006084]; methanogenesis, from acetate [GO:0019385]	FUNCTION: Part of a complex that catalyzes the reversible cleavage of acetyl-CoA, allowing growth on acetate as sole source of carbon and energy. The alpha-epsilon complex generates CO from CO(2), while the beta subunit (this protein) combines the CO with CoA and a methyl group to form acetyl-CoA. The methyl group, which is incorporated into acetyl-CoA, is transferred to the beta subunit by a corrinoid iron-sulfur protein (the gamma-delta complex). {ECO:0000256|HAMAP-Rule:MF_01138}.	2.3.1.169	3.0	CdhC family	PF19436;PF03598;
I7LIY3	I7LIY3_METBM	Putative tungstate transport system substrate-binding protein				1.0		PF12849;
G7WKC0	G7WKC0_METH6	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	L-isoleucine-2-oxoglutarate transaminase activity [GO:0052656]; L-leucine-2-oxoglutarate transaminase activity [GO:0052654]; L-valine-2-oxoglutarate transaminase activity [GO:0052655]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]; L-valine biosynthetic process [GO:0009099]	FUNCTION: Acts on leucine, isoleucine and valine. {ECO:0000256|ARBA:ARBA00003109, ECO:0000256|RuleBase:RU364094}.	2.6.1.42	3.0	Class-IV pyridoxal-phosphate-dependent aminotransferase family	PF01063;
A0A843LMS0	A0A843LMS0_9EURY	Carboxymuconolactone decarboxylase family protein	peroxiredoxin activity [GO:0051920]			1.0		PF02627;
I6XGE8	I6XGE8_9CAUD	Virion associated protein				1.0		
A8F6K8	A8F6K8_PSELT	Radical SAM domain protein	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			1.0		PF13353;PF04055;
E8N2U3	E8N2U3_ANATU	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	FUNCTION: Acts as a chaperone. {ECO:0000256|HAMAP-Rule:MF_00332}.		2.0	Heat shock protein 70 family	PF00012;
K2QE46	K2QE46_METFP	Transcriptional regulator GfcR	DNA binding [GO:0003677]; orotate phosphoribosyltransferase activity [GO:0004588]; pyrimidine nucleobase biosynthetic process [GO:0019856]; regulation of gene expression [GO:0010468]; UMP biosynthetic process [GO:0006222]			2.0	Purine/pyrimidine phosphoribosyltransferase family, GfcR subfamily	PF00156;
A5G6T1	A5G6T1_GEOUR	4-vinyl reductase 4VR domain-containing protein				1.0		
F2IAK5	F2IAK5_FLUTR	T9SS C-terminal target domain-containing protein				1.0		
A0A7K4AFQ1	A0A7K4AFQ1_METSH	Acetate--CoA ligase (EC 6.2.1.1)	acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; acetyl-CoA biosynthetic process from acetate [GO:0019427]		6.2.1.1	2.0	ATP-dependent AMP-binding enzyme family	PF16177;PF00501;PF13193;
I4CBF5	I4CBF5_DESTA	Coenzyme F420-reducing hydrogenase, delta subunit	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]			1.0		PF02662;
W4PG35	W4PG35_9BACE	TonB-dependent receptor	cell outer membrane [GO:0009279]			1.0	TonB-dependent receptor family	PF13715;PF07715;PF00593;
